temporada,episodio,nombre_episodio,frase,personaje
6,17, Garbage Island, And that's the last time you saw her.,Ted
6,17, Garbage Island," But I gathered my composure, and told her I'd do anything to keep her. I begged her not to leave. We made love that night.",Captain
6,17, Garbage Island, That's damn good brandy.,Ted
6,17, Garbage Island," But morning came, and she was gone.",Captain
6,17, Garbage Island," Oh, Captain... don't blame yourself.",Ted
6,17, Garbage Island, I don't blame myself. Hmm? There's only one man I blame for this.,Captain
6,17, Garbage Island, Me. I'm the bad guy.,Ted
6,17, Garbage Island," Well, maybe to him you are, but in the story of picking up the box for Zoey, you're the hero.",Robin
6,17, Garbage Island, Damn it! The box!,Ted
6,17, Garbage Island," Baby, baby, I really got to work on this presentation.",Marshall
6,17, Garbage Island," Oh, that's too bad, 'cause I was going to make a little presentation of my own.",Lily
6,17, Garbage Island," Deal. Come on, come on.",Lily
6,17, Garbage Island, Lily!,Marshall
6,17, Garbage Island, Sorry. Who said anything about an...?,Robin
6,17, Garbage Island," Come on, you just know he's an Italian race car driver.",Barney
6,17, Garbage Island," No, he's not. He doesn't exist. I made the whole thing up to see if you like her. And you do. So you should just call her. Here is her number. And I also programmed it into your phone while you were in the bathroom. Wow. That was a joke. You just got here, remember? You really are smitten.",Robin
6,17, Garbage Island," No, I'm not. I'm Barney Stinson. I don't get smitten, I smite!",Barney
6,17, Garbage Island," You are totally smitten, but you're scared of being in a relationship.",Robin
6,17, Garbage Island," No, I'm not. I can't be anyone's boyfriend, Robin. If I got serious with Nora, it would be like if Mother Teresa focused all her attention on one really hot orphan. With great pen1s comes great responsibility.",Barney
6,17, Garbage Island," Okay, Mother Teresa, throw me one.",Robin
6,17, Garbage Island, Sorry?,Barney
6,17, Garbage Island," I would like it if you threw me one. Fastball, right down the middle. Actually, if I recall correctly, a slight curve.",Robin
6,17, Garbage Island," Careful, Robin, I'll do it.",Barney
6,17, Garbage Island," Oh, I don't think you will. Hmm. Because you don't want to screw things up with Nora. Hey, prove me wrong. Tomorrow night, my place.",Robin
6,17, Garbage Island," Don't poke the dragon, Robin, 'cause the dragon will poke you back.",Barney
6,17, Garbage Island," s*x now, we'll do the foreplay after.",Lily
6,17, Garbage Island," Oh, no, baby, come on. Today didn't go so well.",Marshall
6,17, Garbage Island," The green initiative, for only $12 million, will change the way...",Marshall
6,17, Garbage Island," Okay, I've heard enough. Don't we already have a green initiative? I mean, didn't we do a whole thing? Hang a banner, make a video, Sting was there. I thought I met Sting.",Arthur
6,17, Garbage Island, You did meet Sting.,Man
6,17, Garbage Island," Yeah, I met Sting. So why on Earth would we spend another $12 million?",Arthur
6,17, Garbage Island," Well, because we can always do more.",Marshall
6,17, Garbage Island," Yeah, but I met Sting.",Arthur
6,17, Garbage Island," Well, meeting Sting isn't gonna fix anything, Arthur!",Marshall
6,17, Garbage Island, Who here supports Eriksen's proposal?,Arthur
6,17, Garbage Island," Meeker, you're fired! And as for you, Eriksen...",Arthur
6,17, Garbage Island, His father just died.,Man
6,17, Garbage Island,...nice presentation. We'll keep it under advisement.,Arthur
6,17, Garbage Island, Meeker got fired because of me. I'm the bad guy.,Marshall
6,17, Garbage Island," No, sweetie, just-just put all that out of your mind and relax. Look, I got you a six-pack of tall boys from the deli.",Lily
6,17, Garbage Island," Hey, baby.",Marshall
6,17, Garbage Island, Yeah?,Lily
6,17, Garbage Island, What happened to the plastic rings that held the six-pack together?,Marshall
6,17, Garbage Island," Oh, I-I don't know. I threw them down the garbage chute. Let's just use the handcuffs instead.",Lily
6,17, Garbage Island," Baby, birds can get caught in those and then they dwown in a sea of wubbish! Weren't you listening? Don't you care about Garbage Island?",Marshall
6,17, Garbage Island," Marshall, right now, I don't give a wat's ass about Garbage Island.",Lily
6,17, Garbage Island," Well, I do. I got to find those rings!",Marshall
6,17, Garbage Island, Cwap.,Lily
6,17, Garbage Island," Hi, I'm here to pick up...",Ted
6,17, Garbage Island," Hello, Ted.",Captain
6,17, Garbage Island, To the study?,Ted
6,17, Garbage Island, To the study! Mmm. Ted... I know.,Captain
6,17, Garbage Island, Know what?,Ted
6,17, Garbage Island," I know who stole my Zoey. No man likes to be betrayed, especially by a friend. You can imagine then how painful it was when I learned that the name of my betrayer is... Ted... when I tell you who it is, you're gonna... It's my doorman!",Captain
6,17, Garbage Island, That son of a bitch! You think Zoey's sleeping with the doorman?,Ted
6,17, Garbage Island," He always winks and tips his hat when he sees her. I know how these things work. He holds her package, and pretty soon, she's holding his. And then there's his glorious mustache. I will have him fired for this!",Captain
6,17, Garbage Island," No, no, no, you can't fire him.",Ted
6,17, Garbage Island, You're right. Maritime protocol demands physical retribution!,Captain
6,17, Garbage Island," Oh, my God! No, no! No physical retribution! Stop!",Ted
6,17, Garbage Island," Who is this flower child, and what has he done with my lionhearted friend Ted Mosby?!",Captain
6,17, Garbage Island," Look, look, yes, yes, the doorman is a scoundrel. The mustache alone gives that away. He's a rake, a rogue, a rapscallion!",Ted
6,17, Garbage Island," Whoa, ""rapscallion"" may be going a bit far, Ted.",Captain
6,17, Garbage Island," But it's not his fault, okay? It's nobody's fault. You and Zoey have nothing in common. For God's sake, Captain, she hates boats! You're just not right for each other. Look, I know it's tough to face, but I'm sure a small part of you has always known that.",Ted
6,17, Garbage Island," Why couldn't she just like boats? Just to have one thing in common? Other girls like boats, don't they?",Captain
6,17, Garbage Island, Of course they do. And you'll find one. And you'll be much happier with her than you ever were with Zoey.,Ted
6,17, Garbage Island," When you put it that way, I should almost thank the doorman.",Captain
6,17, Garbage Island," Yeah, yeah! And, you know, since, since it doesn't really matter who Zoey's dating now...",Ted
6,17, Garbage Island," It doesn't, it really doesn't. It doesn't.",Captain
6,17, Garbage Island, It's me. You're welcome.,Ted
6,17, Garbage Island," Okay, baby, what gives?",Lily
6,17, Garbage Island," I'm sorry, but neither of us are getting any action until I find those rings.",Marshall
6,17, Garbage Island, I hope this doesn't make me look desperate.,Lily
6,17, Garbage Island," All right, Robin, give it to me.",Barney
6,17, Garbage Island," Damn it, Barney, you failed my test! You know, I- I try to root for you. Even as your ex-girlfriend, when you meet someone, I'm like, ""Yeah, Barney, go get her!"" But you know what? Just forget it. You're never gonna change. I'm done trying to help you.",Robin
6,17, Garbage Island," The number. Give me the number, 'cause I really can't tell... Is that a seven or a nine?",Barney
6,17, Garbage Island," It's a five, idiot.",Robin
6,17, Garbage Island, A fi...? In what moon man language is that a five?,Barney
6,17, Garbage Island," ""Moon man language""? What does that even mean?",Robin
6,17, Garbage Island, How am I supposed to see that's a five?,Barney
6,17, Garbage Island, Look how you taped this up...,Robin
6,17, Garbage Island," Fine, fine, fine. I have a phone call to make.",Barney
6,17, Garbage Island, Barney. Go get her.,Robin
6,17, Garbage Island," Listen, Zoey, I need to ask you something. Did I steal you?",Ted
6,17, Garbage Island," Well... yeah. You did. By being the kind of sweet, thoughtful guy who'd never even think of stealing someone, you stole me.",Zoey
6,17, Garbage Island, So I'm the bad guy. Great.,Ted
6,17, Garbage Island," Well, the story isn't over, Ted. It'll be years before we know who's the good guy and who's the bad guy. I mean, yes, divorce sucks, but sometimes things need to fall apart to make way for better things.",Zoey
6,17, Garbage Island, If you say so.,Ted
6,17, Garbage Island," I'm just saying, the eggs are already broken. Let's make sure we get a pretty good omelet out of it.",Zoey
6,17, Garbage Island," Okay, Marshall, seriously, what's going on?",Lily
6,17, Garbage Island, He'll never get to see how I turn out.,Marshall
6,17, Garbage Island, What do you mean?,Lily
6,17, Garbage Island," My dad. You know, I used to, um, I used to always tell him that I was gonna be an environmental lawyer. And he was always so proud of me for that. But he never got to see the version of me that was anything but a corporate stooge. And now it's too late. And we're starting a family, you know.",Marshall
6,17, Garbage Island, Are you avoiding sleeping with me 'cause you don't want to start a family?,Lily
6,17, Garbage Island," Lily, if we have a baby right now, that is just it for me. The cement will dry, and I will be stuck at GNB forever.",Marshall
6,17, Garbage Island," Marshall, if you want to quit your job and go work for the NRDC right now, then you need to do that right now. And then, once you've cleaned up all the oceans and saved the planet... you know, like, a year from now... then we'll start a family.",Lily
6,17, Garbage Island," I don't know. So far, in the name of saving the planet, I've ruined your night, I practically broke Wendy's back and I got Meeker fired. The guy must hate me.",Marshall
6,17, Garbage Island, Meeker doesn't hate you.,Lily
6,17, Garbage Island," Oh, Meeker hated him, all right. After all, Marshall was the one who got him fired. Meeker knew we all hung out at MacLaren's. So that night, he went there to confront Marshall. But as luck would have it...",Future Ted(Narrator)
6,17, Garbage Island, Closed. Sorry. Thanks.,Wendy
6,17, Garbage Island, Yeah.,Wendy
6,17, Garbage Island, It's not your fault. It's no one's fault. Except for Marshall Eriksen.,Wendy
6,17, Garbage Island," Uh, I said it's Marshall Eriksen's fault. Why, do you know him?",Wendy
6,17, Garbage Island," Me, too.",Wendy
6,17, Garbage Island," And the rest, as they say...is history.",Future Ted(Narrator)
6,17, Garbage Island," And three kids later, we decided to come here on our second honeymoon.",Wendy
6,17, Garbage Island, Wow. That's a pretty good omelet.,Ted
6,17, Garbage Island," Oh, and hey, what about you? You still with Zoey?",Wendy
6,17, Garbage Island," No, no, no. Wow, that did not end well. But it's all for the best, 'cause now I'm married to an amazing girl, we have two kids. It's actually a funny story of how we met. I was a best man at this wedding...",Ted
6,17, Garbage Island," Listen, Ted, it's great seeing you, but we got to run.",Wendy
6,17, Garbage Island," Okay, well, have a safe trip. It was great seeing you.  Hello. Marshall.",Ted
6,17, Garbage Island," Hey, Ted.",Marshall
6,18, A Change of Heart," I don't need to go to a heart doctor. I drink every day, I sleep three hours every night, and I have multiple s*x partners. I'm doing everything right.",Barney
6,18, A Change of Heart," Barney, come on, this is important. We need you around for a long time. Without you, we'd have to find some other sex-fueled, depraved animal to entertain us.",Ted
6,18, A Change of Heart,"  Actually, I'm thinking about getting a dog again.",Robin
6,18, A Change of Heart," Oh, can she? Can she get a dog, please Dad?",Lily
6,18, A Change of Heart," No. If you get a dog, I'm going to be the one stuck taking care of it.",Ted
6,18, A Change of Heart,  You wouldn't have to take care of it.,Robin
6,18, A Change of Heart, Really? And who watered the philodendron on your bookcase and sang it back to life?,Ted
6,18, A Change of Heart,"  Yeah, that was made out of silk, Ted.",Robin
6,18, A Change of Heart," Okay, Robin, what you need is indeed something that buries a bone, but I'm not talking about a dog. I'm talking about a man.",Marshall
6,18, A Change of Heart,  Here we go.,Robin
6,18, A Change of Heart," You're clearly trying to fill a hole... in her heart. You feel like the seventh wheel, because now Ted is with Zoey and Barney's with Nora and Lily's with Big Fudge.",Marshall
6,18, A Change of Heart," Whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, Big Fudge. ""With""? I am not ""with"" Nora. Wrong preposition. Later tonight I'm hoping to be on Nora, right? Or under Nora, right? Or, we're all adults, I'll just say it... behind Nora.",Barney
6,18, A Change of Heart,  I don't know. This will be your second date.,Robin
6,18, A Change of Heart," Oh, Barney's got feeling for a girl.",Lily
6,18, A Change of Heart," Yeah. pen1s feelings. Because she's hot. Guys, as you know, I only have one rule...",Barney
6,18, A Change of Heart, Barney said this a lot.,Future Ted(Narrator)
6,18, A Change of Heart," If you're gonna get it on in a Port-O-Potty, do it early in the day [...] Never screw over a girl whose last name ends in a vowel. 'Cause she's got brothers [...] Never date a girl with a hook for a hand [...]",Barney
6,18, A Change of Heart, Never go out with the same girl more than once.,Barney
6,18, A Change of Heart, Then why are you going out with Nora again?,Lily
6,18, A Change of Heart, There is an exception.,Barney
6,18, A Change of Heart, And it was always the same exception.,Future Ted(Narrator)
6,18, A Change of Heart,...unless she's hot [...]...unless she's hot [...]...unless she's hot.,Barney
6,18, A Change of Heart," And she is indeed hot. Which is why nothing, not even God himself... yeah, I said it, Beardy... is going to stand in the way of tonight being legend... Wait for it. ",Barney
6,18, A Change of Heart," Hey, Nora, sorry I'm late. I'm just, uh, just getting over a cold.",Barney
6,18, A Change of Heart," Oh, no. How long have you been sick?",Nora
6,18, A Change of Heart, About 20 minutes. Can't seem to shake it.,Barney
6,18, A Change of Heart," Okay, 'cause I was going to say you look a little...",Nora
6,18, A Change of Heart, Handsome? Rich? Well-endowed?,Barney
6,18, A Change of Heart," Huh, let's say well-endowed... with phlegm. All right, let's go. It's bedtime.",Nora
6,18, A Change of Heart, The bed... that's where all the...happens.,Barney
6,18, A Change of Heart," Come on, let's get you sorted out.",Nora
6,18, A Change of Heart," That night, Barney didn't take care of business. Instead, Nora took care of Barney.",Future Ted(Narrator)
6,18, A Change of Heart, Ah. Thank you.,Barney
6,18, A Change of Heart," Good night, Barney.",Nora
6,18, A Change of Heart," Good night, Mommy.",Barney
6,18, A Change of Heart," Wow, she nursed you back to health?",Lily
6,18, A Change of Heart, No. I didn't even see her boobs. She just took care of me.,Barney
6,18, A Change of Heart,"  Oh, hey, guys. This is Nate. Nate, these are my friends.",Robin
6,18, A Change of Heart," Uh, yeah, it's right in here... Scooby.",Ted
6,18, A Change of Heart," Oh, Robin, if you weren't so much stronger than me, I would slap you.",Marshall
6,18, A Change of Heart,  What? You told me to meet someone.,Robin
6,18, A Change of Heart," I know, and, look, he seems plenty nice, but I didn't mean bring home the first guy you bump into on the street.",Marshall
6,18, A Change of Heart,"  Actually, I met him in the park.",Robin
6,18, A Change of Heart, Should have just let you get a dog.,Ted
6,18, A Change of Heart," Oh, oh, I should go. Lily, can I talk to you for a second? So, um, I made an appointment with that cardiologist.",Barney
6,18, A Change of Heart," Aw, and you want me to go with you 'cause you're a little scared?",Lily
6,18, A Change of Heart, No.,Barney
6,18, A Change of Heart, Do you want me to go with you because you're a lot scared?,Lily
6,18, A Change of Heart, Yes!,Barney
6,18, A Change of Heart," Okay, fine. On one condition. You have to promise me you won't lie to Nora. She seems like something special.",Lily
6,18, A Change of Heart," Okay, I promise I won't lie to her. I may, however, lie on her. I said, bang-bang, bangity-bang.* Bang-bang-bang, bangity-bang *",Barney
6,18, A Change of Heart," * Bang, bang, bangity bang... *",Barney
6,18, A Change of Heart," * A bang-bang, bangity-bang. *",Barney
6,18, A Change of Heart," See, Lily? She was worried.",Barney
6,18, A Change of Heart," Ow! Nails, nails!",Lily
6,18, A Change of Heart," Twen... Flag on the play, Doc. I have a date tonight.",Barney
6,18, A Change of Heart," Well, now it doesn't.",Barney
6,18, A Change of Heart," And exactly 24 hours later, they returned for the results.",Future Ted(Narrator)
6,18, A Change of Heart," Go on, Doctor.",Barney
6,18, A Change of Heart," Well, let's see... uh, Wheel of Fortune, naked push-ups, naked chin-ups... I was at dinner.",Barney
6,18, A Change of Heart," This might be a little forward, but do you have a bomb strapped to your chest?",Nora
6,18, A Change of Heart," This? No, no. It's a heart monitor. It's a medical thing.",Barney
6,18, A Change of Heart," Oh, I'm so sorry. I've been trying not to stare at your chest all night.",Nora
6,18, A Change of Heart, What's that like?,Barney
6,18, A Change of Heart, So is everything okay?,Nora
6,18, A Change of Heart," My friend's dad passed away from a sudden heart attack. So I'm just getting myself checked out, too.",Barney
6,18, A Change of Heart," Oh, I am so sorry.",Nora
6,18, A Change of Heart, Thanks.,Barney
6,18, A Change of Heart," Um, Barney, what I'm about to say is going to sound a little weird, but I think I'm starting to like you, so I have to say it.",Nora
6,18, A Change of Heart," Well, for what it's worth, I'm not easily shocked. Unless you dump water on me, 'cause I'll just... No. What is it?",Barney
6,18, A Change of Heart," I want to get married. I mean, not tonight, or even to you, necessarily. But that's what I want. And if that's going to scare you off, then I'd rather it scare you off now. I want a family, and I want to live in a little house with a garden and a tree for the kids to climb. And I want to go to sleep every night with the same person by my side, and wake up next to him in the morning every morning for the rest of our lives. Just thought you should know that.",Nora
6,18, A Change of Heart, You have to promise me you won't lie to Nora!,Lily
6,18, A Change of Heart," That's exactly what I want, too.",Barney
6,18, A Change of Heart,"  Okay, but you have to admit that he is a lot of fun.",Robin
6,18, A Change of Heart," Oh, I actually think he's quite intelligent for what he is.",Marshall
6,18, A Change of Heart,  And what is he?,Robin
6,18, A Change of Heart, He's a dog.,Marshall
6,18, A Change of Heart, He's totally a dog.,Ted
6,18, A Change of Heart,  What? You saw him hitting on someone?,Robin
6,18, A Change of Heart," No, I didn't say, ""He a dawg."" I said, ""He's a dog."" As in, a dog. I think we've all noticed a few curious mannerisms. Or rather, doggerisms.",Marshall
6,18, A Change of Heart," Uh, Scooby, the tag's still on your jeans.",Ted
6,18, A Change of Heart," Okay, Scooby, you ready?",Marshall
6,18, A Change of Heart, Good boy!,Ted
6,18, A Change of Heart,  That last one did not happen.,Robin
6,18, A Change of Heart," Okay, you're right. He dropped it.",Marshall
6,18, A Change of Heart,  He's not a dog.,Robin
6,18, A Change of Heart," Robin, it's fine. You said you wanted a dog and you got one. And the best part is, he got his shots.",Ted
6,18, A Change of Heart, You are so playful.,Marshall
6,18, A Change of Heart, Nice job fetching those.,Ted
6,18, A Change of Heart," Yeah, guys, cut it out. Scooby, sit.",Lily
6,18, A Change of Heart," So, Scooby, we were thinking if you're going to be hanging out with our Robin, you should be properly vetted.",Marshall
6,18, A Change of Heart," Uh, yeah. We hope our nosiness doesn't give you ""paws.""",Ted
6,18, A Change of Heart, How did you meet?,Lily
6,18, A Change of Heart," Tell us the ""tail""",Marshall
6,18, A Change of Heart,"Yes, how did you ""whisker"" off her feet? Shed a little light on the matter.",Ted
6,18, A Change of Heart," Did you send her an e-mail, or did you ""collar""?",Lily
6,18, A Change of Heart,"  Guys, just stop hounding him. Oh, geez.",Robin
6,18, A Change of Heart," No, no, you're right, Robin. We don't want your new guy to ""flea.""",Marshall
6,18, A Change of Heart, We're just trying to make sure he's not a heel.,Lily
6,18, A Change of Heart," So, moving from Canada, that transition must have been pretty ""ruff.""",Ted
6,18, A Change of Heart," Oh, I bet it was an ""Incredible Journey""""",Lily
6,18, A Change of Heart, What part of Canada is that? Speak.,Marshall
6,18, A Change of Heart, This isn't happening.,Lily
6,18, A Change of Heart,"  Hey, Nate, why don't you go play some music on the jukebox.",Robin
6,18, A Change of Heart,"  Oh, shoot, dropped my keys.",Robin
6,18, A Change of Heart," Hey, guys, this is Nora.",Barney
6,18, A Change of Heart," We were just passing by, and I wanted to pop in for two reasons. First, I wanted to let you know that your friend Barney is being a perfect gentleman.",Nora
6,18, A Change of Heart,"  Well, it's still early.",Robin
6,18, A Change of Heart," I'm being serious. I had no idea that deep down, he's such a romantic.",Nora
6,18, A Change of Heart, I had no idea he had a deep down.,Lily
6,18, A Change of Heart," Oh, you should have heard him at dinner.",Nora
6,18, A Change of Heart," I mean, I like being single, but secretly, I want to have kids.",Barney
6,18, A Change of Heart, How many do you want?,Nora
6,18, A Change of Heart, Three... one of each. You?,Barney
6,18, A Change of Heart, Three. All in an old stone house.,Nora
6,18, A Change of Heart," Yeah, with ivy growing on it.",Barney
6,18, A Change of Heart, And we must have a pool.,Barney
6,18, A Change of Heart," We? A pool sounds brilliant. Are you for real, Barney?",Nora
6,18, A Change of Heart, I really am.,Barney
6,18, A Change of Heart, Unbelievable.,Robin
6,18, A Change of Heart," I know, right? And the second reason we popped in is 'cause I need to use the loo. But when I get back, I'm dying to hear all about Mr. Softy here.",Nora
6,18, A Change of Heart," I assure you, that's not a nickname that I...",Barney
6,18, A Change of Heart," Barney, you promised you wouldn't lie.",Lily
6,18, A Change of Heart," I'm not lying! Guys, Nora's really special. In fact... I think I'm... falling in love with her. Guys! I'm serious.",Barney
6,18, A Change of Heart," I'm not going to let you do this. When Nora gets back here, I'm blowing the whistle.",Lily
6,18, A Change of Heart," Just make sure it's not a high-frequency whistle, because we don't want to torture Robin's boyfriend.",Marshall
6,18, A Change of Heart," Barney, you can't blackmail us into lying to Nora.",Lily
6,18, A Change of Heart," Really, Lily? Even if I were to mention, oh, I don't know... your kindergarten class's pet guinea pig?",Barney
6,18, A Change of Heart," Mr. Buttons? Oh, you son of a bitch. Fine. I'll be nice.",Lily
6,18, A Change of Heart, Marshall?,Barney
6,18, A Change of Heart, You got nothing on me.,Marshall
6,18, A Change of Heart, The calzone?,Barney
6,18, A Change of Heart, Checkmate.,Marshall
6,18, A Change of Heart, Robin.,Barney
6,18, A Change of Heart,"  Don't say the Mr. T dream, don't say the Mr. T dream, don't say the Mr. T dream...",Robin
6,18, A Change of Heart, The Mr. T dream...,Barney
6,18, A Change of Heart, I'm lost.,Robin
6,18, A Change of Heart, Ted?,Barney
6,18, A Change of Heart, Go ahead. Give me your best. My life's an open book.,Ted
6,18, A Change of Heart, The ballet class.,Barney
6,18, A Change of Heart, I once took a ballet class. Not ashamed.,Ted
6,18, A Change of Heart, The 'N Sync concert.,Barney
6,18, A Change of Heart," 1998. Cleveland's Gund Arena, front row. Caught JC's shirt. What else you got?",Ted
6,18, A Change of Heart," Okay, Ted. The thermos.",Barney
6,18, A Change of Heart, I suppose it's possible Barney has real feelings for Nora.,Ted
6,18, A Change of Heart, I do! So be cool!,Barney
6,18, A Change of Heart, There's a man back there who seems fascinated by the records flipping in the jukebox.,Nora
6,18, A Change of Heart,"  Sorry, toots. He's taken.",Robin
6,18, A Change of Heart, So. How do you all know Barney?,Nora
6,18, A Change of Heart," Oh, I don't know how we know Barney. How does anyone know how they know anyone? I like your pretty hair, help me.",Lily
6,18, A Change of Heart," We did not meet him at a strip club. No, sir. Because... Barney don't go to no strip clubs.",Marshall
6,18, A Change of Heart," Oh, come on. Barney's been to a strip club once.",Nora
6,18, A Change of Heart, Once?,Ted
6,18, A Change of Heart, Thermos.,Barney
6,18, A Change of Heart, Nope. Not even once.,Ted
6,18, A Change of Heart, Really? So Barney really is a genuinely a nice guy.,Nora
6,18, A Change of Heart, I don't recall.,Lily
6,18, A Change of Heart," Okay, I think that we're done here, I think that we have adequately established that Barney is... the kind of guy that you would bring home to meet your parents. Okay? So... let's just drop it, all right?",Marshall
6,18, A Change of Heart," It's funny you should say that, because, as it happens, my parents are in town. They're only here like once a year. We're getting brunch tomorrow. Do you want to meet them?",Nora
6,18, A Change of Heart, This was a big deal for Barney.,Future Ted(Narrator)
6,18, A Change of Heart," I only have one rule. Never, ever, ever meet a girl's parents.",Barney
6,18, A Change of Heart, Not even if she's hot?,Ted
6,18, A Change of Heart, Not even if her mom's hot.,Barney
6,18, A Change of Heart, I'd love to meet your parents.,Barney
6,18, A Change of Heart," It's a date. Well, we should get going. Walk me home?",Nora
6,18, A Change of Heart," No, Scooby, you, uh... stay!",Barney
6,18, A Change of Heart,"  Oh, no. I got called back in to work. Can you keep an eye on him until I get back? He's new to the city, and he doesn't really know anyone.",Robin
6,18, A Change of Heart," I knew it. I knew it. I knew if you got a dog, I'd wind up taking care of it.",Ted
6,18, A Change of Heart,  He's not a... Good night.,Robin
6,18, A Change of Heart," Kids, it was a big bag of sandwiches.",Future Ted(Narrator)
6,18, A Change of Heart, Whoa. Put that away.,Marshall
6,18, A Change of Heart," Scooby, we're in our 30s. We don't smoke sandwiches anymore.",Lily
6,18, A Change of Heart, Sandwich brownies?,Ted
6,18, A Change of Heart, Sandwiches make me hungry.,Marshall
6,18, A Change of Heart, Truth. Hey. I have a question.,Ted
6,18, A Change of Heart, Yeah?,Marshall
6,18, A Change of Heart," What did Barney mean when he said ""calzone""?",Ted
6,18, A Change of Heart," Okay, I'll tell you. Okay. One time Barney saw me drop a calzone on the sidewalk, pick it up, and then keep eating it. It feels so good to finally say that out loud. I...",Marshall
6,18, A Change of Heart, Dude. Listen to me. You have nothing to be ashamed of. That calzone sounds amazing.,Ted
6,18, A Change of Heart," Guys, I found this on the floor.",Lily
6,18, A Change of Heart," Oh, my God. Scooby ate the whole tray. Wait. Where is he, anyway?",Ted
6,18, A Change of Heart, Scooby got out!,Lily
6,18, A Change of Heart, Here we are. I had a really great time tonight.,Nora
6,18, A Change of Heart," Yeah, me, too.",Barney
6,18, A Change of Heart, Do you want to come upstairs?,Nora
6,18, A Change of Heart," I'd love to.  There's just one little thing, and it probably doesn't matter, but... I don't want to get married. I've been saying that all night just to get in your pants.",Barney
6,18, A Change of Heart, Can you believe...,Barney
6,18, A Change of Heart," Oh, my God! I found Scooby's wallet.",Lily
6,18, A Change of Heart," Oh, no! That means the poor guy's out there with no identification.",Marshall
6,18, A Change of Heart,"  ""Got out""? What do you mean?",Robin
6,18, A Change of Heart, He just walked out of the apartment. Someone must've left the door open.,Ted
6,18, A Change of Heart, It wasn't me.,Marshall
6,18, A Change of Heart, Me neither. He must've figured out how to open it himself.,Lily
6,18, A Change of Heart, He's so smart. We should get him on Letterman doing tricks.,Ted
6,18, A Change of Heart, I know Paul Schaffer's sandwich guy. This could happen.,Marshall
6,18, A Change of Heart,  Guys. Get yourselves together and start looking for Scooby. I'm on my way home.,Robin
6,18, A Change of Heart, Wait wait! Robin. Can you pick up some calzones?,Ted
6,18, A Change of Heart," Wait... Nora, wait. Wait. I'm sorry I misled you.",Barney
6,18, A Change of Heart, Misled? You lied to me! You had your friends lie to me!,Nora
6,18, A Change of Heart, I was on the spot. This is your fault.,Barney
6,18, A Change of Heart, My fault?,Nora
6,18, A Change of Heart," Yeah, with the whole ""I want to get married"" thing. You can't just tell someone exactly what you want out of a relationship. This... isn't England.",Barney
6,18, A Change of Heart," Good-bye, Barney.",Nora
6,18, A Change of Heart, Great idea.,Ted
6,18, A Change of Heart," No, great idea!",Marshall
6,18, A Change of Heart," Okay. If you were new in town and had just ingested an eighth of sandwich, where would you go?",Lily
6,18, A Change of Heart, Of course. Back to the pizza place!,Marshall
6,18, A Change of Heart, Yeah! Maybe that's where Scooby went.,Ted
6,18, A Change of Heart, Who's Scooby?,Marshall
6,18, A Change of Heart,"  Hey, have you seen Scooby?",Robin
6,18, A Change of Heart," Uh, yeah. Isn't that him taking a leak on that fire hydrant?",Barney
6,18, A Change of Heart, Scooby!,Marshall
6,18, A Change of Heart, Day's not over.,Lily
6,18, A Change of Heart," Okay. Lily, I'm sorry that I lied about wanting to settle down.",Barney
6,18, A Change of Heart," No, that wasn't the lie. The lie was when you told Nora you were lying. Because you weren't. You want that stuff, Barney, I know you do.",Lily
6,18, A Change of Heart," Okay. Maybe, eventually, I could settle down. 50 years from now, if I have like a Hefner thing going on with some really hot twins. But those twins won't even be born for another... 32 years. I mean... Nora's great. She's wonderful. But...",Barney
6,18, A Change of Heart, What time was your dinner reservation?,Lily
6,18, A Change of Heart," Your heart's talking to you, Barney. Do you have the guts to listen to it.",Lily
6,18, A Change of Heart, I lied.,Barney
6,18, A Change of Heart, Barney.,Nora
6,18, A Change of Heart," When I said I lied, that was a lie, and I'm sorry.",Barney
6,18, A Change of Heart, I'm confused.,Nora
6,18, A Change of Heart," So am I. This, all of this, this is totally new to me, but I know it's what I want. I want to be confused. With you.",Barney
6,18, A Change of Heart," Mom, Dad... this is Barney.",Nora
6,18, A Change of Heart," Hi. I'm Barney. Great to meet you. Hey, you want to see a magic trick?",Barney
6,19, Legendaddy," Vintage rolltop desk here. I haven't decided whether to put the fern on the right or the left side, but you know, sometimes you just gotta wing it. Right? Left side. Oh, and right outside, I want to put up a basketball hoop for the kids.",Ted
6,19, Legendaddy," Ted. This is your seduction lounge. s*x swing there, vibrating Jell-O pit right there, rotating Vietnamese Shame Wheel right here. Don't ask; you're not ready. And that basketball hoop? Outdoor stripper pole. We'll just tell the ladies to be careful in the winter. You think a tongue stuck to a frozen pole is bad...",Barney
6,19, Legendaddy," Hey. Barney, let's go outside for a second.",Marshall
6,19, Legendaddy,  We have a confession. This wasn't really about seeing Ted's house. It's an intervention.,Lily
6,19, Legendaddy," Oh, thank God. I'll go first. Ted, this hous you bought for your hypothetical family is super weird. We talk about it all the time behind your back.",Barney
6,19, Legendaddy, Yeah. This intervention isn't for me. It's for you,Ted
6,19, Legendaddy, Why did Barney need an intervention? It all started a few nights earlier.,Future Ted(Narrator)
6,19, Legendaddy," Barney, I can't believe your giant TV is broken. It's March Madness.",Marshall
6,19, Legendaddy," Okay, uh, I think I see what the problem is. Barney, can you grab me a screwdriver?",Ted
